state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases,geocoded_state
CT,,,state,2020/03/23,Shelter in Place,start,"Policy_Details: social gatherings 5 persons max, religious gatherings 50 persons max ;  gyms, salons, tattoo parlors, barbershops, spas, theaters closed ;  all in-person classes canceled for remainder of 2019-2020 academic year ; in-house dining prohibited, takeout & delivery only ; non-essential & non-profit businesses reduce workforce by 100%  Phase Level: Shelter in Place , Phase Details Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf",sip_submission_form: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf,3,POINT (-72.738288 41.575155)
MS,Harrison,28047,county,2020/12/11,Mask Requirement,start,Policy_Details: Masks must be worn indoors in public places when a distance of six feet cannot be maintained between groups from different households.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1536.pdf,sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1536.pdf,,POINT (-89.65344 32.713378)
UT,Wasatch,49051,county,2020/11/24,Non-Essential Businesses,start,"Policy_Details: - Social gatherings of 10 or fewer are permitted.
- Masks required
- Require 6’ of distancing between household groups
- Post signage listing COVID-19 symptoms, asking employees and customers with symptoms to stay home, and encouraging physical distancing
- Clean and disinfect restrooms
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
UT,Beaver,49001,county,2020/11/24,Food and Drink,start,"Policy_Details: - Masks required
- 6’ between parties at all times (including waiting areas and when seated)
- No alcohol sales later than 10 p.m.
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
CO,,,state,2020/06/20,Executive Order,start,"Policy_Details: Governor Polis issued Executive Order D 2020 108 extending Executive Order D 2020 077 which temporarily suspends certain statutes to preserve Colorado's Medicaid home health workforce and protect Medicaid enrollees from COVID-19 by reducing need for in person visits; temporarily suspend statutory requirements for cost sharing for COVID-19 testing and treatment for Medicaid enrollees Phase Level: 2, Phase Details Source information: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20108%20Home%20Health%20Work%20Force.pdf",sip_submission_form: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20108%20Home%20Health%20Work%20Force.pdf,,POINT (-105.547832 38.998552)
PA,Chester County,42029,county,2020/03/23,Shelter in Place,start,Chester County Policy Start,wikidata,,POINT (-77.838886 40.896694)
MA,,,state,2020/05/06,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-71.481104 42.151077)
CT,,,state,2020/03/27,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-72.738288 41.575155)
VA,,,state,2020/05/18,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-78.666382 37.510861)
RI,,,state,2020/05/21,Phase 2,start,"Policy_Details: suspension of prohibitions & restrictions on post-retirement employment, with respect to those specific retirees identified by the Rhode Island Department of Health (RIDOH) as possessing the skills, training, or knowledge necessary to address COVID-19 Phase Level: 2, Phase Details Source information: https://governor.ri.gov/documents/orders/Executive-Order-20-37.pdf",sip_submission_form: https://governor.ri.gov/documents/orders/Executive-Order-20-37.pdf,3,POINT (-71.534637 41.572574)
IL,Lawrence,17101,county,2021/01/15,Phase 4,start,"Policy_Details: To prepare businesses and employers to implement new and updated safety guidelines in Phase 4, the State of Illinois has developed this business toolkit complete with signage, posters, and other resources to ensure business and activities are conducted in accordance with the latest public health recommendations. See an overview of the Phase 4 changes here  https://dceocovid19resources.com/restore-illinois/restore-illinois-phase-4/   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4",sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
MS,Washington,28151,county,2020/07/13,Day Care,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
MI,Presque Isle,26141,county,2020/07/31,Entertainment,start,"Policy_Details: Region 6 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",,POINT (-85.730977 44.874798)
NY,Kings,36047,county,2020/06/08,Manufacturing,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://forward.ny.gov/phase-one-industries",sip_submission_form: https://forward.ny.gov/phase-one-industries,,POINT (-75.59655 42.921241)
TX,Delta,48119,county,2020/07/03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and","sip_submission_form: https://tdem.texas.gov/ga29/, and",,POINT (-99.317341 31.447238)
WV,,,state,2020/09/08,Childcare (K-12),start,"Policy_Details: Governor Justice announced that September 8 is the new date that all West Virginia schools can open for in person instruction  Phase Level: 2, Phase Details Source information: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-announces-reopening-date-for-West-Virginia-schools.aspx",sip_submission_form: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-announces-reopening-date-for-West-Virginia-schools.aspx,,POINT (-80.613729 38.642579)
VA,,,state,2020/06/05,Phase 2,start,"Policy_Details: Governor Northam issued EO 65 easing certain temporary restrictions on businesses Beauty salons, barbershops, spas, massage centers, tanning salons, tattoo shops, and any other location where personal care or personal grooming services are performed may continue to operate Occupancy must not exceed 50% and 6 ft between work stations and no more than two appointments per service provider at a time Employees must wear face coverings Provide face coverings for clients or ask clients bring their own which they must wear during service Cleaning and disinfection must be conducted every 60 minutes If a business can't adhere, it must close Phase Level: 2, Phase Details Source information: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf",sip_submission_form: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf,,POINT (-78.666382 37.510861)
NC,,,state,2020/05/08,Outdoor and Recreation,start,"Policy_Details: Executive order signed by governor, statewide. Cooper signed an executive order modifying the stay-at-home order and transitioning the state into Phase 1 of easing restrictions, effective 5:00 p.m. on May 8. The order will last until at least May 22. Gyms, entertainment venues remain closed. Phase Level: 1, Phase Details Source information: https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf",sip_submission_form: https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf,3,POINT (-79.130883 35.52603)
MI,Marquette,26103,county,2020/07/31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 8 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",,POINT (-85.730977 44.874798)
MO,St. Francois County,29187,county,2020/04/03,Shelter in Place,start,St. Francois County Policy Start,wikidata,,POINT (-92.477244 38.3675)
MD,,,state,2020/03/24,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-76.687282 38.946466)
MI,,,state,2020/04/26,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-85.730977 44.874798)
IL,,,state,2020/03/21,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-89.148632 40.124144)
TX,,,state,2020/03/22,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-99.317341 31.447238)
CO,La Plata,08067,county,2020/09/25,Food and Drink,start,"Policy_Details: Restaurants may operate at 50% of the posted occupancy limit indoors not to exceed 175 people, whichever is less, per room. Restaurants may also use any existing, licensed outdoor space for in-person dining with the same group limit of 10 and minimum spacing of 6 feet apart.    Source information: https://sjbpublichealth.org/wp-content/uploads/2020/10/20-35-Safer-at-Home-Dial.SecondAmended.100820.pdf",sip_submission_form: https://sjbpublichealth.org/wp-content/uploads/2020/10/20-35-Safer-at-Home-Dial.SecondAmended.100820.pdf,4,POINT (-105.547832 38.998552)
